Label,RID,SITE,AGE,PTEDUCAT,APOE4,FDG,PIB,AV45,CDRSB,ADAS11,ADAS13,MMSE,RAVLT_immediate,RAVLT_learning,RAVLT_forgetting,RAVLT_perc_forgetting,FAQ,MOCA,EcogPtMem,EcogPtLang,EcogPtVisspat,EcogPtPlan,EcogPtOrgan,EcogPtDivatt,EcogPtTotal,EcogSPMem,EcogSPLang,EcogSPVisspat,EcogSPPlan,EcogSPOrgan,EcogSPDivatt,EcogSPTotal,Ventricles,Hippocampus,WholeBrain,Entorhinal,Fusiform,MidTemp,ICV,CDRSB_bl,ADAS11_bl,ADAS13_bl,MMSE_bl,RAVLT_immediate_bl,RAVLT_learning_bl,RAVLT_forgetting_bl,RAVLT_perc_forgetting_bl,FAQ_bl,Ventricles_bl,Hippocampus_bl,WholeBrain_bl,Entorhinal_bl,Fusiform_bl,MidTemp_bl,ICV_bl,MOCA_bl,EcogPtMem_bl,EcogPtLang_bl,EcogPtVisspat_bl,EcogPtPlan_bl,EcogPtOrgan_bl,EcogPtDivatt_bl,EcogPtTotal_bl,EcogSPMem_bl,EcogSPLang_bl,EcogSPVisspat_bl,EcogSPPlan_bl,EcogSPOrgan_bl,EcogSPDivatt_bl,EcogSPTotal_bl,FDG_bl,PIB_bl,AV45_bl,Years_bl,Month_bl,Month,M
EcogPtTotal_bl,-0.053519457,0.022326355,-0.007944486,-0.053098024,0.143434515,-0.161672944,,0.148662353,0.265873653,0.220203544,0.244335291,-0.222163372,-0.22266754,-0.16159511,0.065481914,0.093287319,0.226251375,-0.254879063,0.672889209,0.683551642,0.6309262,0.655641816,0.632532142,0.648447863,0.779413305,0.30905983,0.30966997,0.25811682,0.263050186,0.286082011,0.316269644,0.317161719,0.111504548,-0.165330437,-0.053061968,-0.104268088,-0.098597036,-0.078833179,0.014211572,0.31145833,0.243354935,0.273797645,-0.253733625,-0.228803376,-0.14431306,0.067147614,0.159711334,0.242783185,0.112564684,-0.159731661,-0.04915898,-0.113881991,-0.115831721,-0.099719053,0.017297414,-0.272246452,0.847637948,0.869604874,0.831309307,0.844311611,0.809446154,0.820584023,1,0.353409847,0.359299571,0.290906401,0.293945826,0.316243451,0.350160354,0.368190131,-0.140795271,,0.159755874,-0.007862154,-0.007862143,-0.008612413,-0.00638312
EcogSPMem_bl,0.058059326,-0.008263674,0.083531386,-0.107780373,0.269668149,-0.461991676,,0.347874633,0.651961143,0.563566462,0.594921711,-0.502114936,-0.493236483,-0.441031801,0.153670238,0.264469758,0.683666439,-0.527858676,0.348062,0.179433982,0.247955118,0.291432805,0.244499797,0.178347533,0.299893726,0.842127383,0.676733701,0.678001819,0.718312808,0.714433279,0.706339562,0.795878941,0.210747092,-0.429493457,-0.120632074,-0.354843795,-0.252885063,-0.268982706,0.04060173,0.698140195,0.568233585,0.604186352,-0.491958073,-0.479567028,-0.434004227,0.211198374,0.503554746,0.72676,0.194864465,-0.428095702,-0.111217332,-0.336262558,-0.242271266,-0.252820314,0.044285096,-0.528575436,0.407632319,0.215214051,0.29060228,0.330553912,0.278683773,0.23938453,0.353409847,1,0.749117363,0.724637176,0.783314064,0.759862764,0.767905093,0.913332997,-0.439339247,,0.388304904,-0.066435669,-0.066435648,-0.066856764,-0.063731425
EcogSPLang_bl,0.041076657,-0.038005631,0.084025251,-0.101348224,0.238120803,-0.444406214,,0.310674375,0.580441994,0.514880952,0.530052925,-0.448466553,-0.442692405,-0.354362984,0.074728571,0.21305202,0.601734539,-0.494429185,0.277576601,0.274231174,0.256372329,0.290715114,0.235943494,0.193406096,0.309122464,0.654239143,0.799930224,0.623070783,0.661587025,0.630163635,0.643214132,0.736051353,0.204768991,-0.311454591,-0.069749995,-0.28476882,-0.2438445,-0.252129529,0.082713737,0.622747402,0.520157241,0.537344582,-0.456631319,-0.431115668,-0.362307783,0.089012736,0.366518185,0.639190008,0.183170243,-0.310164917,-0.058543656,-0.293603948,-0.243305024,-0.255280625,0.089977166,-0.501672811,0.333003973,0.330780932,0.28033659,0.318816923,0.258837994,0.234022266,0.359299571,0.749117363,1,0.710922229,0.746085954,0.676671919,0.731766823,0.877168263,-0.41388272,,0.352417937,-0.065875745,-0.065875738,-0.066403108,-0.064085202
EcogSPVisspat_bl,0.114606178,-0.04395451,0.100806146,-0.107567506,0.236427575,-0.431737611,,0.315679227,0.60761941,0.501710408,0.520994899,-0.452211806,-0.408707711,-0.343966411,0.07039874,0.202774037,0.669038581,-0.485748711,0.209078074,0.144390622,0.286164844,0.235443857,0.186998663,0.123116139,0.232818467,0.626149601,0.610803484,0.772534389,0.683985949,0.65498246,0.611994293,0.714363474,0.15815869,-0.346586335,-0.16682679,-0.323057817,-0.283735491,-0.291073588,-0.024756126,0.694738311,0.521854689,0.53854268,-0.488480987,-0.412735484,-0.36082694,0.10830666,0.386294534,0.754700762,0.156191373,-0.335660974,-0.151467167,-0.295560425,-0.255985822,-0.260573061,-0.018585034,-0.486214107,0.257197226,0.190904021,0.348935014,0.26583151,0.243090973,0.173745653,0.290906401,0.724637176,0.710922229,1,0.792989566,0.741282822,0.715988566,0.86699304,-0.412004946,,0.352142338,-0.089179215,-0.089179188,-0.08951423,-0.088110163
EcogSPPlan_bl,0.07325698,-0.011930144,0.06594299,-0.120963154,0.197911702,-0.397002032,,0.294177295,0.599012154,0.479608797,0.496103061,-0.431199593,-0.38822559,-0.34732529,0.084168623,0.209753387,0.655743441,-0.447267938,0.234051789,0.148677372,0.227240947,0.273852555,0.216438325,0.134803033,0.241263664,0.66368398,0.632688295,0.671131137,0.779511106,0.69904899,0.660787281,0.739682629,0.158316506,-0.343362651,-0.105161524,-0.305756504,-0.217290354,-0.228532265,0.027859109,0.682875367,0.49358313,0.513725244,-0.472111296,-0.388453112,-0.368915144,0.081929967,0.365295551,0.753248096,0.153751053,-0.329556277,-0.093818289,-0.299108241,-0.206507332,-0.213650998,0.034870988,-0.450399788,0.277523462,0.186944488,0.282332929,0.316980587,0.254003402,0.188032122,0.293945826,0.783314064,0.746085954,0.792989566,1,0.821691258,0.788513373,0.908122613,-0.368572735,,0.333388456,-0.070928797,-0.070928783,-0.071376725,-0.069747023
EcogSPOrgan_bl,0.08655438,-0.026446912,0.083349301,-0.090113912,0.219114627,-0.392384182,,0.285755089,0.590337949,0.473605097,0.497349116,-0.423348362,-0.404093947,-0.363820533,0.090626127,0.218180186,0.655215204,-0.446295848,0.249347332,0.157166164,0.225039028,0.264736252,0.28382299,0.159584292,0.262366639,0.657711833,0.590026632,0.635095016,0.701646455,0.795941082,0.676594349,0.729423946,0.142111118,-0.323817866,-0.09765224,-0.314855653,-0.21425312,-0.224614153,0.02453351,0.670099065,0.497546933,0.523871558,-0.461485428,-0.416056159,-0.387781334,0.122099561,0.410664924,0.754654835,0.129872153,-0.307701071,-0.086595905,-0.297325882,-0.200741699,-0.205447866,0.035595066,-0.449871134,0.299709657,0.189828669,0.280386239,0.3072721,0.338555856,0.210236334,0.316243451,0.759862764,0.676671919,0.741282822,0.821691258,1,0.817813779,0.888253101,-0.381532473,,0.329501356,-0.060323616,-0.060323598,-0.060829204,-0.058651402
EcogSPDivatt_bl,0.008448156,-0.020978441,0.058697721,-0.119519991,0.235508086,-0.399040552,,0.283486506,0.566127777,0.438989054,0.465260665,-0.390321022,-0.394791892,-0.335034302,0.092467618,0.187901808,0.604810527,-0.419421138,0.278607853,0.215548847,0.238275625,0.295093694,0.265063365,0.234381993,0.299666425,0.671321464,0.639503608,0.619384576,0.687867487,0.705537,0.780196345,0.736341908,0.189421437,-0.291717861,-0.061084419,-0.271502511,-0.211449453,-0.195875364,0.052810011,0.643184324,0.458288582,0.487325009,-0.440179364,-0.393328474,-0.338028776,0.131457868,0.38557152,0.676791012,0.190768394,-0.299162847,-0.0612285,-0.26434327,-0.204608506,-0.199152362,0.055991076,-0.423409847,0.334645608,0.247858862,0.280589522,0.331287753,0.300119643,0.289952585,0.350160354,0.767905093,0.731766823,0.715988566,0.788513373,0.817813779,1,0.886128862,-0.383657783,,0.325732859,-0.054605491,-0.054605475,-0.055399781,-0.052316677
EcogSPTotal_bl,0.072630287,-0.028438981,0.088317996,-0.118918844,0.267320343,-0.478247398,,0.347749637,0.678595948,0.567873434,0.592830829,-0.504653526,-0.484002522,-0.417456075,0.109400272,0.248790144,0.727612402,-0.537669016,0.306880062,0.212271547,0.276057626,0.31121059,0.268753747,0.19120023,0.311165755,0.786343369,0.753088487,0.748281378,0.789333862,0.782964525,0.762134025,0.839745697,0.203984208,-0.388532183,-0.113954844,-0.347984122,-0.266301974,-0.276447316,0.043401712,0.751289635,0.58211739,0.609838704,-0.527282898,-0.479959161,-0.42927821,0.144077536,0.460606055,0.800786463,0.19231546,-0.384361555,-0.104459437,-0.336845717,-0.257391258,-0.264933685,0.050338817,-0.541058719,0.363834881,0.255877194,0.32506594,0.349240602,0.310488357,0.248315843,0.368190131,0.913332997,0.877168263,0.86699304,0.908122613,0.888253101,0.886128862,1,-0.455203314,,0.394465632,-0.07728083,-0.077280811,-0.077911511,-0.075268404
FDG_bl,0.072050373,0.075666993,-0.138961252,0.07650786,-0.231581259,0.912109324,-0.220691948,-0.301250918,-0.472510965,-0.527515705,-0.549863179,0.49143541,0.457052679,0.343773496,-0.03924827,-0.235028005,-0.500453091,0.494966512,-0.087991815,-0.061757011,-0.134789553,-0.125693814,-0.091151901,-0.041879911,-0.105342885,-0.426729807,-0.41595461,-0.429888131,-0.40900518,-0.425025833,-0.388204656,-0.452593749,-0.380304302,0.415473634,0.204656964,0.351230893,0.36236572,0.404094414,-0.101685378,-0.512314603,-0.540871706,-0.560605719,0.488871833,0.429615645,0.360059885,-0.05374177,-0.341581813,-0.494439096,-0.352599049,0.413891776,0.186605149,0.322585548,0.323861043,0.371993294,-0.086605459,0.52707113,-0.141750931,-0.094356675,-0.149652986,-0.138255636,-0.11376831,-0.059197043,-0.140795271,-0.439339247,-0.41388272,-0.412004946,-0.368572735,-0.381532473,-0.383657783,-0.455203314,1,-0.626872866,-0.361045396,0.091744842,0.091744823,0.092131881,0.090376222
PIB_bl,0.096890477,-0.050376231,0.012900236,0.277971454,0.520208861,-0.461406904,0.933222411,0.818900444,0.176401105,0.217738991,0.146019504,-0.135550601,-0.338631799,-0.287697182,0.205136396,0.3994276,0.286046837,-0.185612826,-0.148496081,-0.064342095,-0.048665572,0.184889278,-0.000477616,-0.154505022,-0.045383869,0.121736504,0.190534069,0.111246449,0.071555211,0.015416381,0.117170019,0.114691865,0.300804696,-0.069876658,0.173078336,0.020628435,0.120950439,0.056763393,0.290716082,0.258123062,0.330013884,0.294526205,-0.108202865,-0.453116312,-0.332512581,-0.021227152,0.295557279,0.274141897,0.335325424,-0.200108628,0.07090617,-0.157913487,0.046768418,0.032031588,0.257994615,,,,,,,,,,,,,,,,-0.626872866,1,,-0.345203174,-0.345203042,-0.346255296,-0.341742137
AV45_bl,0.084105765,-0.043095981,0.172667232,-0.109618968,0.419164334,-0.391990323,,0.967956412,0.405591081,0.452992043,0.478462705,-0.414784755,-0.401651924,-0.312097849,0.113567212,0.209990156,0.403185935,-0.429844166,0.201229011,0.078735887,0.135253119,0.119271675,0.065585088,0.041301833,0.138047782,0.441061695,0.388464527,0.385184537,0.38246027,0.378925258,0.366641129,0.431821112,0.185995868,-0.359518897,-0.155598019,-0.324122876,-0.2601838,-0.308076585,0.011833337,0.383237551,0.4348157,0.46003368,-0.37621615,-0.377769024,-0.286311079,0.135311032,0.359880272,0.362617879,0.177974784,-0.359150615,-0.145336667,-0.304777685,-0.247320983,-0.27440041,0.003885901,-0.343407594,0.221342551,0.112114453,0.135006987,0.117762705,0.072296234,0.075354321,0.159755874,0.388304904,0.352417937,0.352142338,0.333388456,0.329501356,0.325732859,0.394465632,-0.361045396,,1,-0.059515639,-0.059515646,-0.060782449,-0.059244958
Years_bl,-0.330807457,-0.016985371,0.027648433,0.003451134,-0.075449942,-0.066083508,0.050836792,-0.063890367,0.124957671,0.017647839,0.008604616,-0.045305738,0.068260249,0.029596994,-0.022719088,-0.042632654,0.092845161,-0.071543457,-0.044632674,-0.017888607,0.015247794,0.019322659,0.018360624,-0.01255261,-0.010258316,0.069270563,0.093984975,0.133670801,0.110693092,0.10182441,0.092889747,0.107356987,0.06011385,-0.094951623,-0.135679303,-0.054226431,-0.089912152,-0.103455414,0.008192299,-0.196731272,-0.164784811,-0.164055544,0.154930726,0.116409517,0.088736714,-0.026452788,-0.109249091,-0.161434233,-0.061650725,0.059530616,-0.005939859,0.073996641,-0.015649766,0.048161366,0.050420491,0.075033535,0.008908168,-0.006855363,-0.021946012,-0.012099293,-0.012088882,-0.002766423,-0.007862154,-0.066435669,-0.065875745,-0.089179215,-0.070928797,-0.060323616,-0.054605491,-0.07728083,0.091744842,-0.345203174,-0.059515639,1,1,0.999602513,0.99870972
Month_bl,-0.330807446,-0.016985365,0.027648419,0.003451133,-0.075449951,-0.066083462,0.050836596,-0.063890323,0.124957668,0.01764786,0.008604628,-0.045305735,0.068260224,0.029596986,-0.022719072,-0.042632643,0.092845159,-0.071543485,-0.044632668,-0.017888581,0.015247854,0.019322658,0.018360621,-0.012552657,-0.010258304,0.069270576,0.093984966,0.133670822,0.110693088,0.101824408,0.092889751,0.107356991,0.060113835,-0.094951616,-0.135679315,-0.054226427,-0.089912145,-0.103455414,0.008192277,-0.196731283,-0.164784808,-0.164055549,0.154930741,0.11640952,0.088736751,-0.026452791,-0.109249102,-0.161434252,-0.061650758,0.059530651,-0.005939853,0.073996645,-0.015649755,0.048161366,0.050420476,0.075033533,0.008908176,-0.006855338,-0.021946011,-0.012099287,-0.012088881,-0.002766423,-0.007862143,-0.066435648,-0.065875738,-0.089179188,-0.070928783,-0.060323598,-0.054605475,-0.077280811,0.091744823,-0.345203042,-0.059515646,1,1,0.999602513,0.998709721
Month,-0.329556199,-0.016777337,0.027597082,0.003827134,-0.075975375,-0.066651365,0.051119251,-0.064388399,0.124611027,0.017578835,0.008575937,-0.045291827,0.068620334,0.029834127,-0.022478057,-0.04266146,0.092553471,-0.071077975,-0.0448222,-0.017999016,0.014816356,0.019078475,0.017908206,-0.012773821,-0.010542581,0.068847682,0.093876445,0.133529838,0.110434147,0.101109461,0.092598266,0.107041363,0.05980319,-0.095128574,-0.135502997,-0.054195321,-0.0893307,-0.103466815,0.00714465,-0.196940027,-0.165131084,-0.164387144,0.15525622,0.117146501,0.0896378,-0.026607125,-0.109768056,-0.161761805,-0.06211465,0.059798438,-0.005925977,0.07412125,-0.015377146,0.048883403,0.049773991,0.074704167,0.008297849,-0.007242662,-0.022460681,-0.012971858,-0.012604958,-0.003965979,-0.008612413,-0.066856764,-0.066403108,-0.08951423,-0.071376725,-0.060829204,-0.055399781,-0.077911511,0.092131881,-0.346255296,-0.060782449,0.999602513,0.999602513,1,0.998524983
M,-0.329850944,-0.016185089,0.027302734,0.00269498,-0.07436774,-0.066769093,0.056593778,-0.063040542,0.125787345,0.018981369,0.010007633,-0.046997214,0.067110727,0.028732528,-0.022435284,-0.040574425,0.094080849,-0.074034083,-0.04333526,-0.015675311,0.016692388,0.02031878,0.02012625,-0.012174653,-0.008471315,0.071436866,0.095495344,0.134887806,0.112329302,0.102818043,0.09454905,0.109100526,0.060061836,-0.095103227,-0.135281019,-0.053832128,-0.089505766,-0.10363463,0.007296479,-0.196285753,-0.164173042,-0.163347736,0.154992257,0.115489377,0.088451748,-0.026337923,-0.108916665,-0.160858687,-0.061390859,0.059234009,-0.005626729,0.07413139,-0.015310334,0.048580121,0.050773675,0.07365116,0.010754968,-0.005643955,-0.020780748,-0.01057747,-0.011978422,-0.001586821,-0.00638312,-0.063731425,-0.064085202,-0.088110163,-0.069747023,-0.058651402,-0.052316677,-0.075268404,0.090376222,-0.341742137,-0.059244958,0.99870972,0.998709721,0.998524983,1
